+Requests: 100
req51;z8;1;676;466;car8,car9,car6,car7,car4,car5,car2,car3,car0,car1,car12,car13,car15,car16,car17,car18;470;95
req52;z5;4;605;470;car2,car3,car0,car12,car13,car14,car15,car16,car17,car18,car6,car4;470;95
req53;z21;2;652;391;car8,car9,car6,car7,car4,car5,car2,car3,car0,car10,car1,car12,car13,car14,car16,car18;390;80
req54;z4;3;716;429;car8,car9,car6,car7,car4,car5,car2,car0,car10,car1,car11,car15,car16,car17,car18;430;85
req55;z10;4;838;353;car2,car10,car11,car12,car13,car16,car17,car8,car18,car9,car6,car7;350;70
req56;z20;0;610;282;car3,car0,car13,car18,car9,car5;280;55
req57;z9;0;989;193;car2,car15,car18;190;40
req58;z7;0;599;283;car8,car7,car5,car0,car10,car1,car11,car12,car13,car14,car15,car16,car17,car18;280;55
req59;z23;1;506;337;car2,car3,car1,car13,car15;340;70
req60;z6;0;735;213;car9,car6,car7,car4,car5,car2,car0,car1,car11,car12,car13,car14,car15,car16;210;40
req61;z1;2;585;252;car8,car6,car7,car4,car5,car2,car3,car0,car10,car1,car12,car13,car14,car15,car16,car17;250;50
req62;z16;4;975;209;car12,car13,car8,car6,car4;210;40
req63;z22;2;599;342;car2,car3,car0,car10,car11,car12,car15,car16,car8,car18,car6,car7;340;70
req64;z10;3;757;182;car2,car1,car15,car4;180;35
req65;z10;3;533;461;car2,car0,car10,car11,car12,car15,car16,car8,car17,car9,car6,car4;460;90
req66;z16;4;742;342;car8,car9,car6,car5,car2,car3,car0,car1,car11,car12,car13,car14,car15,car16;340;70
req67;z10;1;613;312;car8,car9,car7,car4,car5,car2,car3,car0,car1,car10,car12,car13,car14,car16,car17,car18;310;60
req68;z18;1;560;421;car2,car0,car1,car14,car15,car8,car17;420;85
req69;z13;1;498;220;car3,car10,car12,car13,car15,car8,car4,car5;220;45
req70;z22;0;667;326;car8,car9,car6,car7,car5,car2,car0,car1,car10,car12,car14,car15,car16,car17,car18;330;65
req71;z4;1;669;432;car8,car9,car6,car7,car4,car2,car3,car0,car1,car10,car11,car12,car13,car14,car15,car17,car18;430;85
req72;z22;4;493;440;car2,car3,car10,car15,car8,car9,car6,car7;440;90
req73;z19;3;752;377;car2,car4;380;75
req74;z24;4;863;197;car2,car0,car1,car11,car12,car14,car15,car8,car18,car4,car5;200;40
req75;z19;3;874;191;car11,car12,car17,car8,car18,car4;190;40
req76;z17;2;759;390;car11,car18;390;80
req77;z19;3;590;387;car3,car1,car10,car11,car14,car15,car16,car8,car18,car6,car7,car5;390;80
req78;z13;2;626;323;car1,car10,car11,car14,car15,car16,car17,car9;320;65
req79;z1;0;495;435;car3,car16;440;90
req80;z10;3;628;341;car8,car9,car7,car4,car5,car2,car3,car0,car10,car1,car11,car12,car13,car14,car15,car16,car17,car18;340;70
req81;z17;1;611;258;car8,car9,car6,car7,car4,car5,car2,car0,car10,car1,car11,car12,car13,car14,car15,car16,car17,car18;260;50
req82;z10;3;891;236;car8,car9,car6,car7,car2,car3,car0,car1,car11,car12,car13,car16,car17,car18;240;50
req83;z17;2;576;192;car0,car14;190;40
req84;z10;4;866;314;car2,car0,car1,car11,car12,car15,car16,car17,car9,car18,car6,car7;310;60
req85;z4;2;766;272;car8,car9,car6,car7,car4,car2,car3,car0,car1,car10,car11,car12,car13,car14,car15,car16,car17,car18;270;55
req86;z9;1;613;269;car2,car3,car1,car13,car14,car15,car17,car18,car9,car7,car4,car5;270;55
req87;z19;3;832;340;car10,car1,car11,car13,car8,car17,car7,car4;340;70
req88;z1;1;908;188;car0,car10,car11,car12,car14,car16,car17,car18,car6,car7,car4,car5;190;40
req89;z3;1;484;232;car3,car0,car1,car11,car15,car16,car17,car4,car5;230;45
req90;z5;0;613;389;car2,car3,car0,car10,car1,car11,car16,car9,car18,car7;390;80
req91;z20;1;731;360;car1,car6,car4;360;70
req92;z22;2;495;464;car3,car12,car14,car16,car8,car18,car7;460;90
req93;z5;0;643;370;car18,car6,car7;370;75
req94;z9;1;695;391;car3,car17,car8,car18,car7;390;80
req95;z5;1;730;376;car8,car6,car7,car4,car3,car10,car1,car11,car12,car13,car14,car15,car16,car17,car18;380;75
req96;z14;3;606;206;car12,car18;210;40
req97;z23;3;658;418;car9,car18,car7,car5;420;85
req98;z12;1;690;401;car0,car11,car12,car13,car14,car15,car17,car4;400;80
req99;z3;3;500;386;car2,car3,car1,car13,car17,car9,car5;390;80
+Zones: 25
z0;z1,z5,z6
z1;z0,z2,z6,z5,z7
z2;z1,z3,z7,z6,z8
z3;z2,z4,z8,z7,z9
z4;z3,z9,z8
z5;z6,z0,z1,z10,z11
z6;z5,z7,z1,z0,z2,z11,z10,z12
z7;z6,z8,z2,z1,z3,z12,z11,z13
z8;z7,z9,z3,z2,z4,z13,z12,z14
z9;z8,z4,z3,z14,z13
z10;z11,z5,z6,z15,z16
z11;z10,z12,z6,z5,z7,z16,z15,z17
z12;z11,z13,z7,z6,z8,z17,z16,z18
z13;z12,z14,z8,z7,z9,z18,z17,z19
z14;z13,z9,z8,z19,z18
z15;z16,z10,z11,z20,z21
z16;z15,z17,z11,z10,z12,z21,z20,z22
z17;z16,z18,z12,z11,z13,z22,z21,z23
z18;z17,z19,z13,z12,z14,z23,z22,z24
z19;z18,z14,z13,z24,z23
z20;z21,z15,z16
z21;z20,z22,z16,z15,z17
z22;z21,z23,z17,z16,z18
z23;z22,z24,z18,z17,z19
z24;z23,z19,z18
+Vehicles: 19
car0
car1
car2
car3
car4
car5
car6
car7
car8
car9
car10
car11
car12
car13
car14
car15
car16
car17
car18
+Days: 5
